setup_msg_id,setup_date_utc,team_a,team_b,predicted_winner,predicted_winner_short,entry1_kind,entry1_odds,entry1_team,entry1_msg_id,entry1_date_utc,entry2_kind,entry2_odds,entry2_team,entry2_msg_id,entry2_date_utc,end_type,end_msg_id,end_date_utc
19996,2025-07-04T18:57:34+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 25TH SAN FRANCISCO,TEXAS MATCH WINNER - SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 25TH SAN FRANCISCO VS TEXAS MATCH WINNER - SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH,SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,55p,TEXAS PLUS HOJANA FRANCISCO PE,20005,2025-07-04T19:50:21+00:00,JACKPOT,26p,TEXAS JACKPOT CASH KARLENA SFU,20007,2025-07-04T20:10:10+00:00,CASHOUT,20019,2025-07-04T22:45:02+00:00
20028,2025-07-04T23:40:33+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 26TH WASHINGTON,SEATTLE MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 26TH WASHINGTON VS SEATTLE MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,20033,2025-07-05T02:56:37+00:00
20047,2025-07-05T19:10:35+00:00,MAJOR LEAGUE CRICKET 2025 MATCH NO - 27TH NEW YORK,LOS ANGELES MATCH WINNER - NEW YORK MI NEW YORK LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 MATCH NO - 27TH NEW YORK VS LOS ANGELES MATCH WINNER - NEW YORK MI NEW YORK LIKH,NEW YORK MI NEW YORK LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,66p,LOS ANGELES PLUS HOJANA NEW YOR,20050,2025-07-05T19:28:05+00:00,JACKPOT,30p,LOS ANGELES JACKPOT GHODA CASH,20056,2025-07-05T20:11:10+00:00,LOSS_CUT,20062,2025-07-05T22:34:50+00:00
20104,2025-07-08T23:56:24+00:00,MAJOR LEAGUE CRICKET 2025 QUALIFIER MATCH WASHINGTON,TEXAS MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 QUALIFIER MATCH WASHINGTON VS TEXAS MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,CANCELLED,20108,2025-07-09T02:50:24+00:00
20114,2025-07-10T00:01:04+00:00,MAJOR LEAGUE CRICKET 2025 ELIMINATOR MATCH SAN FRANCISCO,NEW YORK MATCH WINNER - SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 ELIMINATOR MATCH SAN FRANCISCO VS NEW YORK MATCH WINNER - SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH,SAN FRANCISCO SAN FRANCISCO UNICORNS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,CASHOUT,20127,2025-07-10T04:21:00+00:00
20150,2025-07-12T00:05:40+00:00,MAJOR LEAGUE CRICKET 2025 CHALLENGER MATCH TEXAS,NEW YORK MATCH WINNER - TEXAS TEXAS SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 CHALLENGER MATCH TEXAS VS NEW YORK MATCH WINNER - TEXAS TEXAS SUPER KINGS LIKH,TEXAS TEXAS SUPER KINGS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,UNCLOSED,20177,2025-07-14T00:00:07+00:00
20177,2025-07-14T00:00:07+00:00,MAJOR LEAGUE CRICKET 2025 FINAL MATCH WASHINGTON,NEW YORK MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,MAJOR LEAGUE CRICKET 2025 FINAL MATCH WASHINGTON VS NEW YORK MATCH WINNER - WASHINGTON WASHINGTON FREEDOM LIKH,WASHINGTON WASHINGTON FREEDOM LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,70p,NEW YORK YAHA HOJANA WASHINGTON,20184,2025-07-14T00:33:40+00:00,,,,,,CASHOUT,20190,2025-07-14T02:32:40+00:00
20211,2025-07-16T10:47:55+00:00,ZIMBABWE T20I TRI-SERIES 2025 MATCH NO 2ND NEW ZEALAND,SOUTH AFRICA MATCH WINNER - NEW ZEALAND ZEW ZEALAND LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,ZIMBABWE T20I TRI-SERIES 2025 MATCH NO 2ND NEW ZEALAND VS SOUTH AFRICA MATCH WINNER - NEW ZEALAND ZEW ZEALAND LIKH,NEW ZEALAND ZEW ZEALAND LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,73p,SOUTH AFRICA YAHA HOJANA NEW ZE,20214,2025-07-16T11:22:01+00:00,JACKPOT,30p,SOUTH AFRICA JACKPOT ENTRY KARL,20216,2025-07-16T11:49:03+00:00,CASHOUT,20226,2025-07-16T13:19:23+00:00
20245,2025-07-17T17:54:54+00:00,T20 BLAST 2025 MATCH NO 117 YORKSHIRE,LANCASHIRE MATCH WINNER - LANCASHIRE LANCASHIRE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,T20 BLAST 2025 MATCH NO 117 YORKSHIRE VS LANCASHIRE MATCH WINNER - LANCASHIRE LANCASHIRE LIKH,LANCASHIRE LANCASHIRE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,73p,YORKSHIRE YAHA HOJANA LANCASHIR,20248,2025-07-17T18:04:57+00:00,JACKPOT,20p,YORKSHIRE SE APNI TEAM WON BC O,20258,2025-07-17T21:08:57+00:00,LOSS,20329,2025-07-22T13:19:40+00:00
20343,2025-07-24T12:13:34+00:00,PAKISTAN TOUR OF BANGALADESH MATCH NO 3RD PAKISTAN,BANGLADESH MATCH WINNER - PAKISTAN PAKISTAN LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,PAKISTAN TOUR OF BANGALADESH MATCH NO 3RD PAKISTAN VS BANGLADESH MATCH WINNER - PAKISTAN PAKISTAN LIKH,PAKISTAN PAKISTAN LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,20352,2025-07-24T15:09:58+00:00
20365,2025-07-25T22:59:45+00:00,AUSTRALIA TOUR OF WEST INDIES 2025 3RD T-20 MATCH AUSTRALIA,WEST INDIES MATCH WINNER - AUSTRALIA AUSTRALIA LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,AUSTRALIA TOUR OF WEST INDIES 2025 3RD T-20 MATCH AUSTRALIA VS WEST INDIES MATCH WINNER - AUSTRALIA AUSTRALIA LIKH,AUSTRALIA AUSTRALIA LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,68p,WEST INDIES HOJANA AUSTRALIA PE,20374,2025-07-25T23:46:40+00:00,,,,,,CASHOUT,20376,2025-07-26T01:51:56+00:00
20395,2025-07-26T23:52:07+00:00,AUSTRALIA TOUR OF WEST INDIES 2025 4TH T-20 MATCH AUSTRALIA,WEST INDIES MATCH WINNER - AUSTRALIA AUSTRALIA LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,AUSTRALIA TOUR OF WEST INDIES 2025 4TH T-20 MATCH AUSTRALIA VS WEST INDIES MATCH WINNER - AUSTRALIA AUSTRALIA LIKH,AUSTRALIA AUSTRALIA LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,90p,WEST INDIES HOJANA AUSTRALIA PE,20400,2025-07-27T01:58:54+00:00,,,,,,CASHOUT,20405,2025-07-27T02:40:23+00:00
20547,2025-08-05T17:40:28+00:00,THE HUNDRED MEN S 2025 MATCH NO 1ST LONDON SPIRIT,OVAL INVINCIBLES MATCH WINNER - OVAL INVINCIBLES OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 1ST LONDON SPIRIT VS OVAL INVINCIBLES MATCH WINNER - OVAL INVINCIBLES OVAL INVINCIBLES LIKH,OVAL INVINCIBLES OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,20550,2025-08-05T18:56:56+00:00
20559,2025-08-06T17:14:32+00:00,THE HUNDRED MEN S 2025 MATCH NO 2ND SOUTHERN,MANCHESTER MATCH WINNER - MANCHESTER MANCHESTER ORIGINALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 2ND SOUTHERN VS MANCHESTER MATCH WINNER - MANCHESTER MANCHESTER ORIGINALS LIKH,MANCHESTER MANCHESTER ORIGINALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,88p,SOUTHERN PLUS HOJANA MANCHESTER,20560,2025-08-06T17:17:05+00:00,JACKPOT,58p,SOUTHERN TAKE YOUR JACKPOT ENTR,20564,2025-08-06T18:19:10+00:00,CASHOUT,20570,2025-08-06T19:57:37+00:00
20643,2025-08-09T13:59:58+00:00,THE HUNDRED MEN S 2025 MATCH NO 5TH OVAL,MANCHESTER MATCH WINNER - OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 5TH OVAL VS MANCHESTER MATCH WINNER - OVAL OVAL INVINCIBLES LIKH,OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,20647,2025-08-09T15:36:59+00:00
20649,2025-08-09T16:58:29+00:00,THE HUNDRED MEN S 2025 MATCH NO 6TH WELSH,LONDON MATCH WINNER - WELSH WELSH FIRE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 6TH WELSH VS LONDON MATCH WINNER - WELSH WELSH FIRE LIKH,WELSH WELSH FIRE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,20663,2025-08-09T20:04:45+00:00
20670,2025-08-10T13:26:18+00:00,THE HUNDRED MEN S 2025 MATCH NO 7TH SOUTHERN,BIRMINGHAM MATCH WINNER - SOUTHERN SOUTHERN BRAVE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 7TH SOUTHERN VS BIRMINGHAM MATCH WINNER - SOUTHERN SOUTHERN BRAVE LIKH,SOUTHERN SOUTHERN BRAVE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,95p,BIRMINGHAM PLUS HOJANA SOUTHERN,20674,2025-08-10T13:38:24+00:00,,,,,,CASHOUT,20678,2025-08-10T13:57:56+00:00
20696,2025-08-11T17:15:28+00:00,THE HUNDRED MEN S 2025 MATCH NO 9TH MANCHESTER,LONDON MATCH WINNER - MANCHESTER MANCHESTER ORIGINALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 9TH MANCHESTER VS LONDON MATCH WINNER - MANCHESTER MANCHESTER ORIGINALS LIKH,MANCHESTER MANCHESTER ORIGINALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,20700,2025-08-11T20:16:35+00:00
20709,2025-08-12T11:07:39+00:00,SOUTH AFRICA TOUR OF AUSTRALIA 2025 MATCH NO 2ND T20 AUSTRALIA,SOUTH AFRICA MATCH WINNER - AUSTRALIA AUSTRALIA LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,SOUTH AFRICA TOUR OF AUSTRALIA 2025 MATCH NO 2ND T20 AUSTRALIA VS SOUTH AFRICA MATCH WINNER - AUSTRALIA AUSTRALIA LIKH,AUSTRALIA AUSTRALIA LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,LOSS,20718,2025-08-12T12:50:15+00:00
20719,2025-08-12T13:47:38+00:00,THE HUNDRED WOMEN S 2025 MATCH NO 10TH BIRMINGHAM W,OVAL W MATCH WINNER - OVAL W OVAL INVINCIBLES W LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED WOMEN S 2025 MATCH NO 10TH BIRMINGHAM W VS OVAL W MATCH WINNER - OVAL W OVAL INVINCIBLES W LIKH,OVAL W OVAL INVINCIBLES W LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,94p,BIRMINGHAM W PLUS HOJANA OVAL W,20721,2025-08-12T13:49:14+00:00,,,,,,CASHOUT,20723,2025-08-12T14:18:06+00:00
20729,2025-08-12T18:01:05+00:00,THE HUNDRED MEN S 2025 MATCH NO 10TH BIRMINGHAM,OVAL MATCH WINNER - OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 10TH BIRMINGHAM VS OVAL MATCH WINNER - OVAL OVAL INVINCIBLES LIKH,OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,88p,BIRMINGHAM PLUS HOJANA OVAL PE,20730,2025-08-12T18:01:50+00:00,,,,,,CASHOUT,20732,2025-08-12T18:44:56+00:00
20792,2025-08-15T13:57:41+00:00,THE HUNDRED WOMEN S 2025 MATCH NO 14TH BIRMINGHAM W,NORTHERN W MATCH WINNER - NORTHERN W NORTHERN SUPERCHARGERS W LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED WOMEN S 2025 MATCH NO 14TH BIRMINGHAM W VS NORTHERN W MATCH WINNER - NORTHERN W NORTHERN SUPERCHARGERS W LIKH,NORTHERN W NORTHERN SUPERCHARGERS W LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,72p,BIRMINGHAM W PLUS HOJANA NORTHE,20795,2025-08-15T14:02:45+00:00,FIRST,60p,BIRMINGHAM W KARLENA SAB ENTRY,20797,2025-08-15T14:04:52+00:00,CASHOUT,20799,2025-08-15T14:35:33+00:00
20809,2025-08-15T17:39:59+00:00,THE HUNDRED MEN S 2025 MATCH NO 14TH BIRMINGHAM,NORTHERN MATCH WINNER - BIRMINGHAM BIRMINGHAM PHEONIX LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 14TH BIRMINGHAM VS NORTHERN MATCH WINNER - BIRMINGHAM BIRMINGHAM PHEONIX LIKH,BIRMINGHAM BIRMINGHAM PHEONIX LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,UNCLOSED,20822,2025-08-16T13:49:21+00:00
20822,2025-08-16T13:49:21+00:00,THE HUNDRED MEN S 2025 MATCH NO 15TH TRENT,SOUTHERN MATCH WINNER - TRENT TRENT ROCKETS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 15TH TRENT VS SOUTHERN MATCH WINNER - TRENT TRENT ROCKETS LIKH,TRENT TRENT ROCKETS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,95p,SOUTHERN PLUS HOJANA TRENT PE A,20828,2025-08-16T15:36:57+00:00,,,,,,WIN,20830,2025-08-16T15:49:22+00:00
20833,2025-08-16T16:31:06+00:00,THE HUNDRED MEN S 2025 MATCH NO 16TH OVAL,WELSH MATCH WINNER - OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 16TH OVAL VS WELSH MATCH WINNER - OVAL OVAL INVINCIBLES LIKH,OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,20836,2025-08-16T18:14:17+00:00
20844,2025-08-17T09:50:31+00:00,THE HUNDRED WOMEN S 2025 MATCH NO 17TH MANCHESTER W,NORTHERN W MATCH WINNER - MANCHESTER W MANCHESTER ORIGINALS W LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED WOMEN S 2025 MATCH NO 17TH MANCHESTER W VS NORTHERN W MATCH WINNER - MANCHESTER W MANCHESTER ORIGINALS W LIKH,MANCHESTER W MANCHESTER ORIGINALS W LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,80p,NORTHERN W PLUS HOJANA MANCHEST,20846,2025-08-17T09:52:51+00:00,FIRST,60p,NORTHERN W MISS MAT KARO ENTRY,20849,2025-08-17T10:08:54+00:00,CASHOUT,20856,2025-08-17T12:29:35+00:00
20864,2025-08-17T13:35:47+00:00,THE HUNDRED MEN S 2025 MATCH NO 17TH MANCHESTER,NORTHERN MATCH WINNER - MANCHESTER MANCHESTER ORIGINALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 17TH MANCHESTER VS NORTHERN MATCH WINNER - MANCHESTER MANCHESTER ORIGINALS LIKH,MANCHESTER MANCHESTER ORIGINALS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,75p,NORTHERN PLUS HOJANA MANCHESTER,20866,2025-08-17T13:38:39+00:00,,,,,,CASHOUT,20868,2025-08-17T14:41:52+00:00
20945,2025-08-21T17:35:46+00:00,THE HUNDRED MEN S 2025 MATCH NO 23RD OVAL,TRENT MATCH WINNER - OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 23RD OVAL VS TRENT MATCH WINNER - OVAL OVAL INVINCIBLES LIKH,OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,72p,TRENT PLUS HOJANA OVAL PE AB MI,20950,2025-08-21T17:46:19+00:00,JACKPOT,48p,TRENT JACKPOT ENTRY LELENA BHAI,20954,2025-08-21T19:14:57+00:00,CASHOUT,20958,2025-08-21T19:52:19+00:00
21021,2025-08-24T13:23:08+00:00,THE HUNDRED MEN S 2025 MATCH NO 27TH TRENT,WELSH MATCH WINNER - TRENT TRENT ROCKETS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 27TH TRENT VS WELSH MATCH WINNER - TRENT TRENT ROCKETS LIKH,TRENT TRENT ROCKETS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,80p,WELSH PLUS HOJANA TRENT PE AB M,21028,2025-08-24T14:37:44+00:00,,,,,,CASHOUT,21034,2025-08-24T15:23:35+00:00
21047,2025-08-25T17:18:01+00:00,THE HUNDRED MEN S 2025 MATCH NO 29TH OVAL,LONDON MATCH WINNER - OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 29TH OVAL VS LONDON MATCH WINNER - OVAL OVAL INVINCIBLES LIKH,OVAL OVAL INVINCIBLES LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,,,,,,,,,,,WIN,21056,2025-08-25T20:14:05+00:00
21079,2025-08-27T17:31:28+00:00,THE HUNDRED MEN S 2025 MATCH NO 31ST TRENT,BIRMINGHAM MATCH WINNER - TRENT TRENT ROCKETS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 31ST TRENT VS BIRMINGHAM MATCH WINNER - TRENT TRENT ROCKETS LIKH,TRENT TRENT ROCKETS LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,80p,BIRMINGHAM PLUS HOJANA TRENT PE,21082,2025-08-27T17:37:40+00:00,,,,,,CASHOUT,21086,2025-08-27T18:13:51+00:00
21099,2025-08-28T17:33:42+00:00,THE HUNDRED MEN S 2025 MATCH NO 31ST SOUTHERN,WELSH MATCH WINNER - WELSH WELSH FIRE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,THE HUNDRED MEN S 2025 MATCH NO 31ST SOUTHERN VS WELSH MATCH WINNER - WELSH WELSH FIRE LIKH,WELSH WELSH FIRE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,76p,SOUTHERN PLUS HOJANA WELSH PE A,21104,2025-08-28T18:01:59+00:00,JACKPOT,36p,SOUTHERN JACKPOT ENTRY LELENA B,21106,2025-08-28T18:27:33+00:00,CASHOUT,21109,2025-08-28T20:00:54+00:00
21125,2025-08-29T14:52:11+00:00,UAE T20 TRI-SERIES 2025 MATCH NO 1ST PAKISTAN,AFGHANISTAN MATCH WINNER - PAKISTAN PAKISTAN LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,UAE T20 TRI-SERIES 2025 MATCH NO 1ST PAKISTAN VS AFGHANISTAN MATCH WINNER - PAKISTAN PAKISTAN LIKH,PAKISTAN PAKISTAN LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,75p,AFGHANISTAN PLUS HOJANA PAKISTA,21131,2025-08-29T15:55:42+00:00,FIRST,,,21132,2025-08-29T15:56:26+00:00,CASHOUT,21134,2025-08-29T16:25:47+00:00
21190,2025-09-02T14:43:05+00:00,UAE T20 TRI-SERIES 2025 MATCH NO 4TH PAKISTAN,AFGHANISTAN MATCH WINNER - AFGHANISTAN AFGHANISTAN LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,UAE T20 TRI-SERIES 2025 MATCH NO 4TH PAKISTAN VS AFGHANISTAN MATCH WINNER - AFGHANISTAN AFGHANISTAN LIKH,AFGHANISTAN AFGHANISTAN LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,60p,PAKISTAN PLUS HOJANA AFGHANISTA,21191,2025-09-02T14:43:40+00:00,,,,,,LOSS,21193,2025-09-02T14:49:14+00:00
21212,2025-09-03T11:54:50+00:00,SRI LANKA TOUR OF ZIMBABWE 2025 MATCH NO 1ST SRI LANKA,ZIMBABWE MATCH WINNER - ZIMBABWE ZIMBABWE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,SRI LANKA TOUR OF ZIMBABWE 2025 MATCH NO 1ST SRI LANKA VS ZIMBABWE MATCH WINNER - ZIMBABWE ZIMBABWE LIKH,ZIMBABWE ZIMBABWE LIKH KE LELO 1001 BOND PAPER PE LIKH LO 1001 BINDAS HOKE KHELO 1001 D COMPANY - D BHAI,FIRST,66p,SRI LANKA YAHA PLUS HOJANA ZIMB,21216,2025-09-03T11:59:35+00:00,,,,,,UNCLOSED,21263,2025-09-04T23:10:37+00:00
